"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"소화계통의 질환 (K00-K92)","계","10 - 14세","사망자수[명]","명","2","2","4","1","2","3","3","2",
"소화계통의 질환 (K00-K92)","계","10 - 14세","사망률[십만명당]","십만명당",".1",".1",".2","0",".1",".1",".1",".1",
"소화계통의 질환 (K00-K92)","계","15 - 19세","사망자수[명]","명","7","5","2","5","3","3","2","5",
"소화계통의 질환 (K00-K92)","계","15 - 19세","사망률[십만명당]","십만명당",".2",".2",".1",".2",".1",".1",".1",".2",
"소화계통의 질환 (K00-K92)","계","20 - 24세","사망자수[명]","명","14","11","11","13","7","8","13","9",
"소화계통의 질환 (K00-K92)","계","20 - 24세","사망률[십만명당]","십만명당",".4",".3",".3",".4",".2",".2",".4",".3",
"소화계통의 질환 (K00-K92)","계","25 - 29세","사망자수[명]","명","23","14","25","20","28","34","31","38",
"소화계통의 질환 (K00-K92)","계","25 - 29세","사망률[십만명당]","십만명당",".7",".4",".8",".6",".8","1",".9","1.1",
"소화계통의 질환 (K00-K92)","계","30 - 34세","사망자수[명]","명","89","92","82","64","83","70","73","90",
"소화계통의 질환 (K00-K92)","계","30 - 34세","사망률[십만명당]","십만명당","2.3","2.6","2.4","2","2.6","2.2","2.3","2.8",
"소화계통의 질환 (K00-K92)","계","35 - 39세","사망자수[명]","명","161","181","174","180","195","204","183","186",
"소화계통의 질환 (K00-K92)","계","35 - 39세","사망률[십만명당]","십만명당","4.1","4.6","4.4","4.5","4.9","5.4","5.1","5.5",
"소화계통의 질환 (K00-K92)","계","40 - 44세","사망자수[명]","명","506","406","413","410","331","365","393","437",
"소화계통의 질환 (K00-K92)","계","40 - 44세","사망률[십만명당]","십만명당","11.5","9.5","10.1","10.4","8.6","9.4","10","11",
"소화계통의 질환 (K00-K92)","계","45 - 49세","사망자수[명]","명","865","794","801","815","716","741","723","713",
"소화계통의 질환 (K00-K92)","계","45 - 49세","사망률[십만명당]","십만명당","19.8","17.8","17.7","18","16","16.9","17.1","17.5",
"소화계통의 질환 (K00-K92)","계","50 - 54세","사망자수[명]","명","1207","1141","1121","1070","1100","1082","1080","1095",
"소화계통의 질환 (K00-K92)","계","50 - 54세","사망률[십만명당]","십만명당","28.3","27.3","27.3","25.8","25.8","25","24.4","24.4",
"소화계통의 질환 (K00-K92)","계","55 - 59세","사망자수[명]","명","1256","1314","1345","1320","1281","1351","1271","1258",
"소화계통의 질환 (K00-K92)","계","55 - 59세","사망률[십만명당]","십만명당","32.3","32.2","31.8","30.9","30.1","32.1","30.9","31",
"소화계통의 질환 (K00-K92)","계","60 - 64세","사망자수[명]","명","1030","1101","1091","1174","1095","1255","1314","1424",
"소화계통의 질환 (K00-K92)","계","60 - 64세","사망률[십만명당]","십만명당","37.9","37.1","34.4","34.8","30.4","33","32.9","34.4",
"소화계통의 질환 (K00-K92)","계","65 - 69세","사망자수[명]","명","870","888","861","899","869","985","1094","1229",
"소화계통의 질환 (K00-K92)","계","65 - 69세","사망률[십만명당]","십만명당","41.2","40.6","38.1","38.3","35.6","37.4","38","39.8",
"소화계통의 질환 (K00-K92)","계","70 - 74세","사망자수[명]","명","1016","1056","981","863","949","986","1023","1125",
"소화계통의 질환 (K00-K92)","계","70 - 74세","사망률[십만명당]","십만명당","57.2","59.8","55.6","47.6","49.9","49.3","49.3","52.4",
"소화계통의 질환 (K00-K92)","계","75 - 79세","사망자수[명]","명","1346","1406","1407","1464","1328","1353","1359","1413",
"소화계통의 질환 (K00-K92)","계","75 - 79세","사망률[십만명당]","십만명당","99.4","99.8","93.4","92.3","82.8","84.4","85","88.1",
"소화계통의 질환 (K00-K92)","계","80세이상","사망자수[명]","명","3306","3524","3810","4089","3967","4416","4571","5091",
"소화계통의 질환 (K00-K92)","계","80세이상","사망률[십만명당]","십만명당","252","247.9","248.7","248.7","224.2","232.9","226","234.6",
"소화계통의 질환 (K00-K92)","계","80 - 84세","사망자수[명]","명","1478","1562","1612","1725","1629","1739","1780","1984",
"소화계통의 질환 (K00-K92)","계","80 - 84세","사망률[십만명당]","십만명당","186.1","180.7","173.6","174.3","154.2","156.5","153","159",
"소화계통의 질환 (K00-K92)","계","85 - 89세","사망자수[명]","명","1042","1166","1331","1322","1370","1505","1610","1818",
"소화계통의 질환 (K00-K92)","계","85 - 89세","사망률[십만명당]","십만명당","285.4","295.8","312.2","287.1","274.2","273.8","266.9","280.8",
"소화계통의 질환 (K00-K92)","계","90세이상","사망자수[명]","명","786","796","867","1042","968","1172","1181","1289",
"소화계통의 질환 (K00-K92)","계","90세이상","사망률[십만명당]","십만명당","514.5","487.8","489.8","537.2","453.4","498.4","460.7","468.4",
"소화계통의 질환 (K00-K92)","계","15세 미만","사망자수[명]","명","13","15","8","12","7","17","14","10",
"소화계통의 질환 (K00-K92)","계","15세 미만","사망률[십만명당]","십만명당",".2",".2",".1",".2",".1",".3",".2",".2",
"소화계통의 질환 (K00-K92)","계","15 - 64세","사망자수[명]","명","5158","5059","5065","5071","4839","5113","5083","5255",
"소화계통의 질환 (K00-K92)","계","15 - 64세","사망률[십만명당]","십만명당","13.8","13.5","13.6","13.6","13.1","13.9","13.9","14.5",
"소화계통의 질환 (K00-K92)","계","65세 이상","사망자수[명]","명","6538","6874","7059","7315","7113","7740","8047","8858",
"소화계통의 질환 (K00-K92)","계","65세 이상","사망률[십만명당]","십만명당","99.8","101.4","99.9","99","92.2","95.1","93.8","98.3",
"소화계통의 질환 (K00-K92)","계","연령미상","사망자수[명]","명","0","1","0","3","4","0","0","0",
"소화계통의 질환 (K00-K92)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"소화계통의 질환 (K00-K92)","남자","계","사망자수[명]","명","7428","7594","7551","7650","7316","7922","8109","8522",
"소화계통의 질환 (K00-K92)","남자","계","사망률[십만명당]","십만명당","29.2","29.7","29.5","29.9","28.6","30.9","31.7","33.4",
"소화계통의 질환 (K00-K92)","남자","0세","사망자수[명]","명","1","2","0","2","3","4","5","3",
"소화계통의 질환 (K00-K92)","남자","0세","사망률[십만명당]","십만명당",".5","1","","1.2","1.9","2.8","3.8","2.4",
"소화계통의 질환 (K00-K92)","남자","1 - 4세","사망자수[명]","명","3","2","1","2","1","2","2","2",
"소화계통의 질환 (K00-K92)","남자","1 - 4세","사망률[십만명당]","십만명당",".3",".2",".1",".2",".1",".3",".3",".3",
"소화계통의 질환 (K00-K92)","남자","5 - 9세","사망자수[명]","명","1","3","0","3","0","2","0","2",
"소화계통의 질환 (K00-K92)","남자","5 - 9세","사망률[십만명당]","십만명당",".1",".2","",".2","",".2","",".2",
"소화계통의 질환 (K00-K92)","남자","10 - 14세","사망자수[명]","명","1","2","2","1","1","2","2","2",
"소화계통의 질환 (K00-K92)","남자","10 - 14세","사망률[십만명당]","십만명당",".1",".2",".2",".1",".1",".2",".2",".2",
"소화계통의 질환 (K00-K92)","남자","15 - 19세","사망자수[명]","명","5","4","1","1","1","3","1","3",
"소화계통의 질환 (K00-K92)","남자","15 - 19세","사망률[십만명당]","십만명당",".3",".2",".1",".1",".1",".2",".1",".2",
"소화계통의 질환 (K00-K92)","남자","20 - 24세","사망자수[명]","명","9","10","4","12","6","4","8","7",
"소화계통의 질환 (K00-K92)","남자","20 - 24세","사망률[십만명당]","십만명당",".5",".5",".2",".7",".3",".2",".5",".4",
"소화계통의 질환 (K00-K92)","남자","25 - 29세","사망자수[명]","명","11","13","16","10","15","18","17","22",
"소화계통의 질환 (K00-K92)","남자","25 - 29세","사망률[십만명당]","십만명당",".7",".8",".9",".6",".8","1",".9","1.2",
"소화계통의 질환 (K00-K92)","남자","30 - 34세","사망자수[명]","명","61","52","57","34","56","42","51","57",
"소화계통의 질환 (K00-K92)","남자","30 - 34세","사망률[십만명당]","십만명당","3.1","2.8","3.3","2","3.4","2.6","3.1","3.4",
"소화계통의 질환 (K00-K92)","남자","35 - 39세","사망자수[명]","명","98","118","106","123","125","128","120","118",
"소화계통의 질환 (K00-K92)","남자","35 - 39세","사망률[십만명당]","십만명당","5","5.9","5.2","6","6.2","6.6","6.5","6.8",
"소화계통의 질환 (K00-K92)","남자","40 - 44세","사망자수[명]","명","383","304","304","293","225","254","263","318",
"소화계통의 질환 (K00-K92)","남자","40 - 44세","사망률[십만명당]","십만명당","17.1","14.1","14.6","14.6","11.5","12.9","13.2","15.7",
"소화계통의 질환 (K00-K92)","남자","45 - 49세","사망자수[명]","명","729","643","662","651","568","591","580","529",
"소화계통의 질환 (K00-K92)","남자","45 - 49세","사망률[십만명당]","십만명당","32.9","28.5","28.8","28.3","25","26.6","27","25.6",
"소화계통의 질환 (K00-K92)","남자","50 - 54세","사망자수[명]","명","1055","980","951","914","928","916","880","890",
"소화계통의 질환 (K00-K92)","남자","50 - 54세","사망률[십만명당]","십만명당","48.8","46.2","45.5","43.5","43.2","41.9","39.5","39.3",
"소화계통의 질환 (K00-K92)","남자","55 - 59세","사망자수[명]","명","1106","1130","1164","1120","1106","1172","1090","1067",
"소화계통의 질환 (K00-K92)","남자","55 - 59세","사망률[십만명당]","십만명당","57.1","55.5","55.2","52.4","51.8","55.4","52.4","52.1",
"소화계통의 질환 (K00-K92)","남자","60 - 64세","사망자수[명]","명","836","919","937","973","913","1042","1104","1172",
"소화계통의 질환 (K00-K92)","남자","60 - 64세","사망률[십만명당]","십만명당","62.8","63.2","60","58.4","51.3","55.5","55.9","57.2",
"소화계통의 질환 (K00-K92)","남자","65 - 69세","사망자수[명]","명","679","682","677","689","658","768","862","945",
"소화계통의 질환 (K00-K92)","남자","65 - 69세","사망률[십만명당]","십만명당","67.2","65","62.3","61","55.9","60.4","62","63.2",
"소화계통의 질환 (K00-K92)","남자","70 - 74세","사망자수[명]","명","680","726","625","558","632","674","695","771",
"소화계통의 질환 (K00-K92)","남자","70 - 74세","사망률[십만명당]","십만명당","85.9","91.4","77.8","66.8","71.5","72.1","71.6","76.6",
"소화계통의 질환 (K00-K92)","남자","75 - 79세","사망자수[명]","명","696","767","752","842","736","774","789","792",
"소화계통의 질환 (K00-K92)","남자","75 - 79세","사망률[십만명당]","십만명당","127.5","133.4","120.6","127","108.9","113.5","114.6","113.1",
"소화계통의 질환 (K00-K92)","남자","80세이상","사망자수[명]","명","1074","1237","1292","1421","1340","1526","1640","1822",
"소화계통의 질환 (K00-K92)","남자","80세이상","사망률[십만명당]","십만명당","269.5","281.2","267.7","269.5","232.1","243.1","241.4","245.8",
"소화계통의 질환 (K00-K92)","남자","80 - 84세","사망자수[명]","명","588","672","695","765","715","778","813","886",
"소화계통의 질환 (K00-K92)","남자","80 - 84세","사망률[십만명당]","십만명당","219.6","224.7","211.8","214.8","184.9","188.2","185","185.1",
"소화계통의 질환 (K00-K92)","남자","85 - 89세","사망자수[명]","명","302","359","401","407","432","491","546","632",
"소화계통의 질환 (K00-K92)","남자","85 - 89세","사망률[십만명당]","십만명당","311.3","340.5","343.9","314.3","299.2","300.4","296.3","312.8",
"소화계통의 질환 (K00-K92)","남자","90세이상","사망자수[명]","명","184","206","196","249","193","257","281","304",
"소화계통의 질환 (K00-K92)","남자","90세이상","사망률[십만명당]","십만명당","547.3","583","516.2","600","419.2","504.4","504.8","501.2",
"소화계통의 질환 (K00-K92)","남자","15세 미만","사망자수[명]","명","6","9","3","8","5","10","9","9",
"소화계통의 질환 (K00-K92)","남자","15세 미만","사망률[십만명당]","십만명당",".2",".2",".1",".2",".1",".3",".3",".3",
"소화계통의 질환 (K00-K92)","남자","15 - 64세","사망자수[명]","명","4293","4173","4202","4131","3943","4170","4114","4183",
"소화계통의 질환 (K00-K92)","남자","15 - 64세","사망률[십만명당]","십만명당","22.6","21.9","22.1","21.7","20.8","22.2","22","22.6",
"소화계통의 질환 (K00-K92)","남자","65세 이상","사망자수[명]","명","3129","3412","3346","3510","3366","3742","3986","4330",
"소화계통의 질환 (K00-K92)","남자","65세 이상","사망률[십만명당]","십만명당","113.9","119.4","111.6","111.3","101.5","106.4","106.9","109.8",
"소화계통의 질환 (K00-K92)","남자","연령미상","사망자수[명]","명","0","0","0","1","2","0","0","0",
"소화계통의 질환 (K00-K92)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"소화계통의 질환 (K00-K92)","여자","계","사망자수[명]","명","4281","4355","4581","4751","4647","4948","5035","5601",
"소화계통의 질환 (K00-K92)","여자","계","사망률[십만명당]","십만명당","16.8","17","17.9","18.5","18.1","19.2","19.6","21.8",
"소화계통의 질환 (K00-K92)","여자","0세","사망자수[명]","명","2","2","1","2","1","2","2","0",
"소화계통의 질환 (K00-K92)","여자","0세","사망률[십만명당]","십만명당","1","1",".6","1.2",".7","1.5","1.6","",
"소화계통의 질환 (K00-K92)","여자","1 - 4세","사망자수[명]","명","2","3","1","0","0","2","1","1",
"소화계통의 질환 (K00-K92)","여자","1 - 4세","사망률[십만명당]","십만명당",".2",".3",".1","","",".3",".2",".2",
"소화계통의 질환 (K00-K92)","여자","5 - 9세","사망자수[명]","명","2","1","1","2","0","2","1","0",
"소화계통의 질환 (K00-K92)","여자","5 - 9세","사망률[십만명당]","십만명당",".2",".1",".1",".2","",".2",".1","",
"소화계통의 질환 (K00-K92)","여자","10 - 14세","사망자수[명]","명","1","0","2","0","1","1","1","0",
"소화계통의 질환 (K00-K92)","여자","10 - 14세","사망률[십만명당]","십만명당",".1","",".2","",".1",".1",".1","",
"소화계통의 질환 (K00-K92)","여자","15 - 19세","사망자수[명]","명","2","1","1","4","2","0","1","2",
"소화계통의 질환 (K00-K92)","여자","15 - 19세","사망률[십만명당]","십만명당",".1",".1",".1",".3",".2","",".1",".2",
"소화계통의 질환 (K00-K92)","여자","20 - 24세","사망자수[명]","명","5","1","7","1","1","4","5","2",
"소화계통의 질환 (K00-K92)","여자","20 - 24세","사망률[십만명당]","십만명당",".3",".1",".4",".1",".1",".3",".3",".1",
"소화계통의 질환 (K00-K92)","여자","25 - 29세","사망자수[명]","명","12","1","9","10","13","16","14","16",
"소화계통의 질환 (K00-K92)","여자","25 - 29세","사망률[십만명당]","십만명당",".8",".1",".6",".6",".8","1",".8","1",
"소화계통의 질환 (K00-K92)","여자","30 - 34세","사망자수[명]","명","28","40","25","30","27","28","22","33",
"소화계통의 질환 (K00-K92)","여자","30 - 34세","사망률[십만명당]","십만명당","1.5","2.3","1.5","1.9","1.8","1.9","1.5","2.1",
"소화계통의 질환 (K00-K92)","여자","35 - 39세","사망자수[명]","명","63","63","68","57","70","76","63","68",
"소화계통의 질환 (K00-K92)","여자","35 - 39세","사망률[십만명당]","십만명당","3.3","3.3","3.5","2.9","3.6","4.1","3.6","4.1",
